Iteration,     Velocity residue      Pressure residue
   3885        0.0051470             2096450136.4646184
   3886        0.0051378             193968137.9263842
   3887        0.0051287             3759793338.0525160
   3888        0.0051197             2590670322.9619808
   3889        0.0051108             5202597425.0528812
   3890        0.0051019             3783707217.9475498
   3891        0.0050931             2696954231.6065750
   3892        0.0050844             3629595549.5128880
   3893        0.0050757             1020325543.1881033
   3894        0.0050672             3789021415.4797797
   3895        0.0050587             4171643493.8003178
   3896        0.0050503             446392425.7072952
   3897        0.0050420             5340766508.8908539
   3898        0.0050338             5999726756.8873367
   3899        0.0050257             1748370331.1035728
   3900        0.0050176             2096450138.4646184
   3901        0.0050097             2176163069.4480639
   3902        0.0050019             3839506273.0359612
   3903        0.0049941             23913878.8950337
   3904        0.0049865             5433764930.7048731
   3905        0.0049790             1724456449.2085392
   3906        0.0049715             2431244456.9950895
   3907        0.0049642             3409056432.9253554
   3908        0.0049570             4711034338.3216333
   3909        0.0049498             7083822645.4621954
   3910        0.0049428             2872322686.1701550
   3911        0.0049359             4421410683.8151140
   3912        0.0049291             2216019535.9397869
   3913        0.0049224             3387799650.7964363
   3914        0.0049159             4599436234.1448088
   3915        0.0049094             1025639738.7203329
   3916        0.0049031             698816713.4882061
   3917        0.0048968             2245247613.3670502
   3918        0.0048907             4830603739.7968016
   3919        0.0048847             1748370329.1035728
   3920        0.0048788             2452501237.1240087
   3921        0.0048730             324165928.4660120
   3922        0.0048674             233824604.4181070
   3923        0.0048619             1636772224.9267490
   3924        0.0048565             1833397457.6192479
   3925        0.0048512             6730428642.5689201
   3926        0.0048460             7447845037.4199314
   3927        0.0048409             2200076949.3430977
   3928        0.0048360             2301046664.4554620
   3929        0.0048312             7899551659.6594563
   3930        0.0048265             5194626133.7545366
   3931        0.0048220             2115049822.8274226
   3932        0.0048175             3831534977.7376165
   3933        0.0048132             1963595250.1588759
   3934        0.0048090             324165928.4660120
   3935        0.0048050             8630253543.3410397
   3936        0.0048010             3045034040.9676204
   3937        0.0047972             576590214.2469230
   3938        0.0047935             2053936574.2067807
   3939        0.0047900             576590214.2469230
   3940        0.0047866             3674766211.5368414
   3941        0.0047832             643017660.3997942
   3942        0.0047801             945926803.7368875
   3943        0.0047770             2662411960.6470819
   3944        0.0047741             1408261817.0408719
   3945        0.0047713             1020325541.1881033
   3946        0.0047686             4214157056.0581555
   3947        0.0047661             621760876.2708755
   3948        0.0047636             5492221083.5594006
   3949        0.0047614             5104284807.7066307
   3950        0.0047592             3464855486.0137672
   3951        0.0047571             7490358601.6777687
   3952        0.0047552             188653942.3941545
   3953        0.0047534             7681669642.8380394
   3954        0.0047518             589875703.0774972
   3955        0.0047502             6193694893.8137207
   3956        0.0047488             6013012245.7179108
   3957        0.0047475             3749164946.9880571
   3958        0.0047464             826357404.2617191
   3959        0.0047453             1543773801.1127291
   3960        0.0047444             252424288.7809110
   3961        0.0047436             4301841284.3399467
   3962        0.0047430             3177888929.2733636
   3963        0.0047424             2457815434.6562386
   3964        0.0047420             4041445701.2606907
   3965        0.0047417             4014874723.5995421
   3966        0.0047415             215224920.0553031
   3967        0.0047414             2101764331.9968479
   3968        0.0047414             9119159534.3061752
   3969        0.0047416             2059250769.7390106
   3970        0.0047419             7920808439.7883739
   3971        0.0047423             664274440.5287131
   3972        0.0047428             6762313813.7622995
   3973        0.0047434             2643812278.2842784
   3974        0.0047441             1304635004.1623924
   3975        0.0047449             2245247613.3670502
   3976        0.0047459             1341834370.8880005
   3977        0.0047469             2237276320.0687056
   3978        0.0047481             6783570595.8912182
   3979        0.0047493             1708513862.6118503
   3980        0.0047507             4772147588.9422760
   3981        0.0047522             4182271882.8647776
   3982        0.0047537             2986577890.1130939
   3983        0.0047554             557990531.8841190
   3984        0.0047571             2441872848.0595493
   3985        0.0047590             5226511304.9479141
   3986        0.0047609             2678354547.2437711
   3987        0.0047629             1748370329.1035728
   3988        0.0047651             5518792059.2205486
   3989        0.0047673             2229305024.7703609
   3990        0.0047695             743987373.5121586
   3991        0.0047719             1522517020.9838102
   3992        0.0047744             10094314412.4703255
   3993        0.0047769             130197789.5396277
   3994        0.0047795             3672109111.7707257
   3995        0.0047821             2415301870.3984008
   3996        0.0047849             106283911.6445941
   3997        0.0047877             3430313215.0542746
   3998        0.0047906             2681011645.0098863
   3999        0.0047935             140826180.6040872
   4000        0.0047965             106283911.6445941
   4001        0.0047996             1958281052.6266463
   4002        0.0048027             2051279474.4406657
   4003        0.0048058             4503780712.5646753
   4004        0.0048090             4466581343.8390665
   4005        0.0048123             789158037.5361111
   4006        0.0048156             7317647246.8803034
   4007        0.0048190             491563085.7312477
   4008        0.0048223             438421132.4089506
   4009        0.0048258             3666794918.2384963
   4010        0.0048292             1323234688.5251966
   4011        0.0048327             1812140675.4903290
   4012        0.0048362             3571139396.6583614
   4013        0.0048398             1424204401.6375608
   4014        0.0048434             5085685123.3438272
   4015        0.0048469             4142415416.3730550
   4016        0.0048505             3329343501.9419098
   4017        0.0048542             1283378222.0334735
   4018        0.0048578             3005177574.4758978
   4019        0.0048614             1145209136.1955013
   4020        0.0048651             3175231831.5072489
   4021        0.0048687             6770285109.0606441
   4022        0.0048724             3762450435.8186307
   4023        0.0048760             2436558650.5273194
   4024        0.0048797             3078247763.0440569
   4025        0.0048833             3559182456.7108450
   4026        0.0048870             4695091751.7249432
   4027        0.0048906             2881622526.3515573
   4028        0.0048942             3038391296.5523334
   4029        0.0048978             672245735.8270576
   4030        0.0049013             2504314645.5632486
   4031        0.0049049             124883596.0073981
   4032        0.0049084             2463129628.1884685
   4033        0.0049119             3854120310.7495928
   4034        0.0049153             2202734047.1092124
   4035        0.0049188             811743368.5480874
   4036        0.0049222             255081386.5470258
   4037        0.0049255             1733756293.3899410
   4038        0.0049288             2064564963.2712405
   4039        0.0049321             4915630868.3124771
   4040        0.0049354             662945891.6456556
   4041        0.0049385             1603558502.8503134
   4042        0.0049417             3470169683.5459971
   4043        0.0049448             2841766061.8598342
   4044        0.0049478             1119966707.4174101
   4045        0.0049508             5148126922.8475266
   4046        0.0049537             1975552190.1063926
   4047        0.0049566             632389269.3353348
   4048        0.0049594             1294006613.0979331
   4049        0.0049622             4689777556.1927147
   4050        0.0049649             1029625385.3695053
   4051        0.0049675             4154372356.3205714
   4052        0.0049701             2107078529.5290778
   4053        0.0049726             4883745693.1190987
   4054        0.0049750             829014504.0278339
   4055        0.0049773             1344491470.6541152
   4056        0.0049796             546033589.9366021
   4057        0.0049819             4712362887.2046900
   4058        0.0049840             1638100771.8098063
   4059        0.0049861             1393647777.3272400
   4060        0.0049881             3810278197.6086984
   4061        0.0049900             1676628691.4184718
   4062        0.0049918             357379650.5424477
   4063        0.0049936             2851065902.0412364
   4064        0.0049952             817057562.0803171
   4065        0.0049968             740001726.8629863
   4066        0.0049984             2570742087.7161198
   4067        0.0049998             1142552040.4293866
   4068        0.0050011             1340505822.0049431
   4069        0.0050024             3990960843.7045083
   4070        0.0050036             532748103.1060279
   4071        0.0050047             411850154.7478021
   4072        0.0050057             2601298712.0264406
   4073        0.0050066             1627472380.7453470
   4074        0.0050075             4369597275.3758755
   4075        0.0050082             4001589234.7689681
   4076        0.0050089             47827760.7900673
   4077        0.0050095             2117706920.5935373
   4078        0.0050100             1890525059.5907173
   4079        0.0050104             243124444.5995090
   4080        0.0050107             995083112.4100121
   4081        0.0050110             1759662996.6095610
   4082        0.0050111             1442804088.0003648
   4083        0.0050112             2233954947.8610620
   4084        0.0050112             2121692567.2427096
   4085        0.0050110             3032412824.5785747
   4086        0.0050108             908727435.0112795
   4087        0.0050106             1346484291.9787016
   4088        0.0050102             1037596676.6678498
   4089        0.0050097             628403622.6861625
   4090        0.0050092             684866948.2161032
   4091        0.0050086             710773653.4357231
   4092        0.0050078             3396435220.5363097
   4093        0.0050070             352729729.4517466
   4094        0.0050062             5362023293.0197725
   4095        0.0050052             3593724727.6703377
   4096        0.0050041             377307881.7883090
   4097        0.0050030             247774367.6902100
   4098        0.0050018             2502986094.6801910
   4099        0.0050005             2946057147.1798425
   4100        0.0049991             524112533.3661546
   4101        0.0049977             846285637.5075805
   4102        0.0049961             2714225367.0863218
   4103        0.0049945             1541116703.3466144
   4104        0.0049928             654974600.3473110
   4105        0.0049910             2317653525.4936795
   4106        0.0049892             120897949.3582258
   4107        0.0049873             4077980797.5447693
   4108        0.0049853             2312007192.7406859
   4109        0.0049832             1729106372.2992399
   4110        0.0049810             2648130062.1542144
   4111        0.0049788             1801512286.4258699
   4112        0.0049765             2186127188.0709949
   4113        0.0049742             975154879.1641510
   4114        0.0049717             1434500657.4812558
   4115        0.0049692             3317718697.2151575
   4116        0.0049666             1450443242.0779450
   4117        0.0049640             2170184599.4743056
   4118        0.0049613             2263183023.2883253
   4119        0.0049585             958880157.3466974
   4120        0.0049557             342433473.6080516
   4121        0.0049528             925334298.0494974
   4122        0.0049498             1941674193.5884283
   4123        0.0049468             1615183305.5770659
   4124        0.0049437             2934764481.6738544
   4125        0.0049406             4117837262.0364928
   4126        0.0049374             1262453577.1253192
   4127        0.0049341             753951490.1350893
   4128        0.0049308             1201340328.5046775
   4129        0.0049274             2577716969.3521709
   4130        0.0049240             1525838391.1914539
   4131        0.0049205             1898828490.1098263
   4132        0.0049170             297594950.8048635
   4133        0.0049134             7338904031.0092230
   4134        0.0049098             1980202111.1970935
   4135        0.0049061             1514545725.6854658
   4136        0.0049024             1313934844.3437946
   4137        0.0048986             1295335161.9809904
   4138        0.0048948             1765641466.5833194
   4139        0.0048910             442406777.0581229
   4140        0.0048871             879499361.5840160
   4141        0.0048831             480934696.6667883
   4142        0.0048792             334794317.5304714
   4143        0.0048751             1675964416.9769433
   4144        0.0048711             1349805666.1863451
   4145        0.0048670             140826180.6040872
   4146        0.0048629             92998420.8140198
   4147        0.0048587             973826330.2810935
   4148        0.0048545             2724853758.1507812
   4149        0.0048503             1244186027.9832797
   4150        0.0048460             1614186893.9147725
   4151        0.0048417             1103359848.3791924
   4152        0.0048374             290287929.9480476
   4153        0.0048331             3092861800.7576880
   4154        0.0048287             1723792176.7670105
   4155        0.0048243             1605551324.1748993
   4156        0.0048199             603825466.3496002
   4157        0.0048155             1021654090.0711607
   4158        0.0048110             246445818.8071525
   4159        0.0048065             939948333.7631290
   4160        0.0048020             96319795.0216634
   4161        0.0047975             3620295705.3314867
   4162        0.0047930             187325391.5110971
   4163        0.0047885             1419554482.5468597
   4164        0.0047839             1407597542.5993431
   4165        0.0047793             1857311339.5142817
   4166        0.0047748             1330541705.3820124
   4167        0.0047702             3452898548.0662503
   4168        0.0047656             912713083.6604519
   4169        0.0047610             571276020.7146933
   4170        0.0047564             2534871269.8735690
   4171        0.0047517             3262916057.7890387
   4172        0.0047471             1352462763.9524598
   4173        0.0047425             1215622228.9975448
   4174        0.0047379             1215622226.9975448
   4175        0.0047333             1259464342.1384399
   4176        0.0047286             33213723.0764357
   4177        0.0047240             2549485307.5872006
   4178        0.0047194             1693899824.8982182
   4179        0.0047148             1784241150.9461236
   4180        0.0047102             955226645.9182894
   4181        0.0047056             1739070486.9221709
   4182        0.0047010             23913878.8950337
   4183        0.0046964             2037993985.6100917
   4184        0.0046919             825028855.3786616
   4185        0.0046873             807757719.8989152
   4186        0.0046828             132854889.3057426
   4187        0.0046782             1250164497.9570382
   4188        0.0046737             298923497.6879209
   4189        0.0046692             976483430.0472082
   4190        0.0046647             480934696.6667883
   4191        0.0046602             197953784.5755565
   4192        0.0046558             2374116855.0236206
   4193        0.0046513             200610880.3416713
   4194        0.0046469             854256930.8059251
   4195        0.0046425             2715553917.9693789
   4196        0.0046382             61113247.6206416
   4197        0.0046338             1177094311.3888795
   4198        0.0046295             936626963.5554855
   4199        0.0046252             302909146.3370931
   4200        0.0046209             579247312.0130378
   4201        0.0046166             1088081534.2240319
   4202        0.0046124             223196211.3536476
   4203        0.0046082             535405198.8721427
   4204        0.0046040             3046362587.8506784
   4205        0.0045999             2366145559.7252760
   4206        0.0045958             571276020.7146933
   4207        0.0045917             510162772.0940517
   4208        0.0045876             997740212.1761271
   4209        0.0045836             34542269.9594931
   4210        0.0045796             1846682948.4498222
   4211        0.0045756             1030953932.2525628
   4212        0.0045717             2231962124.5364761
   4213        0.0045677             2239933415.8348203
   4214        0.0045639             2073864805.4526424
   4215        0.0045600             1228907717.8281193
   4216        0.0045562             2784638457.8883653
   4217        0.0045524             37199367.7256079
   4218        0.0045487             170054256.0313506
   4219        0.0045449             2813866535.3156285
   4220        0.0045412             41185014.3747802
   4221        0.0045376             2734153602.3321829
   4222        0.0045340             1430847148.0528479
   4223        0.0045304             1029625385.3695053
   4224        0.0045268             268366873.3776001
   4225        0.0045233             1902481999.5382342
   4226        0.0045198             2096450136.4646184
   4227        0.0045163             227181860.0028199
   4228        0.0045129             441078230.1750655
   4229        0.0045095             1005711503.4744717
   4230        0.0045061             1089410083.1070895
   4231        0.0045027             244452993.4825664
   4232        0.0044994             306894792.9862654
   4233        0.0044961             11956940.9475168
   4234        0.0044929             653646051.4642537
   4235        0.0044897             1466717967.8953986
   4236        0.0044865             4842560679.7443190
   4237        0.0044833             2104421431.7629628
   4238        0.0044802             2057922220.8559532
   4239        0.0044770             593861351.7266695
   4240        0.0044740             511491318.9771091
   4241        0.0044709             3968375512.6925316
   4242        0.0044679             6642745.4152871
   4243        0.0044648             496877283.2634774
   4244        0.0044618             544705043.0535448
   4245        0.0044589             2123021116.1257670
   4246        0.0044559             426464190.4614338
   4247        0.0044530             504848574.5618219
   4248        0.0044501             37199367.7256079
   4249        0.0044472             1228907715.8281193
   4250        0.0044444             916698728.3096240
   4251        0.0044415             1434832792.7020202
   4252        0.0044387             232496055.5350496
   4253        0.0044359             94326971.6970773
   4254        0.0044332             1760327271.0510898
   4255        0.0044304             85027127.5156753
   4256        0.0044276             464992110.0700992
   4257        0.0044249             2271818589.0281987
   4258        0.0044222             237810251.0672793
   4259        0.0044195             1756341624.4019172
   4260        0.0044168             822371757.6125468
   4261        0.0044141             360036746.3085625
   4262        0.0044115             1108009767.4698935
   4263        0.0044088             1703199669.0796204
   4264        0.0044062             2556128052.0024881
   4265        0.0044036             831671599.7939488
   4266        0.0044009             839642895.0922934
   4267        0.0043983             2983920792.3469791
   4268        0.0043957             1009697152.1236439
   4269        0.0043931             3483455172.3765712
   4270        0.0043906             302909144.3370931
   4271        0.0043880             457020816.7717546
   4272        0.0043854             1025639736.7203329
   4273        0.0043829             5186654838.4561920
   4274        0.0043803             2603955811.7925553
   4275        0.0043778             2099107236.2307334
   4276        0.0043752             674902833.5931726
   4277        0.0043727             1118638160.5343528
   4278        0.0043702             2532214172.1074543
   4279        0.0043677             55799052.0884119
   4280        0.0043651             494220185.4973626
   4281        0.0043626             951241001.2691171
   4282        0.0043601             1405604719.2747571
   4283        0.0043576             3847477566.3343062
   4284        0.0043551             1094724280.6393192
   4285        0.0043526             6167123916.1525726
   4286        0.0043501             1224922069.1789470
   4287        0.0043476             393250470.3849981
   4288        0.0043451             2718211013.7354937
   4289        0.0043426             18599683.3628040
   4290        0.0043401             4222128349.3565006
   4291        0.0043376             297594950.8048635
   4292        0.0043352             1052210714.3814814
   4293        0.0043327             1990166227.8200245
   4294        0.0043302             1740399035.8052285
   4295        0.0043277             1565030583.2416480
   4296        0.0043252             911384532.7773944
   4297        0.0043227             2545499660.9380283
   4298        0.0043203             1203665287.0500281
   4299        0.0043178             1764312915.7002618
   4300        0.0043153             847614186.3906379
   4301        0.0043128             951240999.2691171
   4302        0.0043104             3496740659.2071457
   4303        0.0043079             1304635004.1623924
   4304        0.0043054             1766970015.4663768
   4305        0.0043029             249767191.0147961
   4306        0.0043005             1790883895.3614101
   4307        0.0042980             2795266848.9528246
   4308        0.0042955             170054258.0313506
   4309        0.0042931             3565825203.1261315
   4310        0.0042906             379964981.5544239
   4311        0.0042881             1623486736.0961747
   4312        0.0042857             1658029005.0556679
   4313        0.0042832             98312616.3462495
   4314        0.0042807             1485317650.2582023
   4315        0.0042783             914041630.5435091
   4316        0.0042758             2797923946.7189393
   4317        0.0042733             2803238144.2511687
   4318        0.0042709             53141954.3222970
   4319        0.0042684             170054256.0313506
   4320        0.0042659             401221761.6833427
   4321        0.0042635             480934696.6667883
   4322        0.0042610             3119432778.4188366
   4323        0.0042585             1573001878.5399926
   4324        0.0042561             2960006910.4519453
   4325        0.0042536             2309017957.7538066
   4326        0.0042511             127540693.7735129
   4327        0.0042487             2024708496.7795174
   4328        0.0042462             47827758.7900673
   4329        0.0042437             4147729611.9052849
   4330        0.0042412             1804169382.1919847
   4331        0.0042387             1275406926.7351291
   4332        0.0042363             2457815434.6562386
   4333        0.0042338             422478543.8122615
   4334        0.0042313             4102558951.8813314
   4335        0.0042288             7190106554.1067905
   4336        0.0042263             722730593.3832399
   4337        0.0042238             4527694594.4597082
   4338        0.0042212             2667726158.1793118
   4339        0.0042187             1368405348.5491490
   4340        0.0042162             1628800931.6284044
   4341        0.0042137             528762454.4568557
   4342        0.0042111             3589739081.0211654
   4343        0.0042086             4748233707.0472412
   4344        0.0042060             3581767789.7228203
   4345        0.0042034             1546430898.8788440
   4346        0.0042008             523448260.9246259
   4347        0.0041982             74398738.4512159
   4348        0.0041956             565961825.1824635
   4349        0.0041930             1586287365.3705668
   4350        0.0041904             770558353.1733072
   4351        0.0041877             6398291421.8045645
   4352        0.0041850             2577384834.1314068
   4353        0.0041823             1942338468.0299571
   4354        0.0041796             7636498978.8140850
   4355        0.0041769             2136306602.9563415
   4356        0.0041742             5417822346.1081839
   4357        0.0041714             29228074.4272634
   4358        0.0041686             3624281353.9806581
   4359        0.0041658             1365748252.7830341
   4360        0.0041630             2394045088.2694817
   4361        0.0041601             1891853608.4737749
   4362        0.0041573             7846409702.3371601
   4363        0.0041544             350736906.1271605
   4364        0.0041514             2497671899.1479611
   4365        0.0041485             1171780115.8566499
   4366        0.0041455             3037062747.6692762
   4367        0.0041425             6571002776.6020298
   4368        0.0041394             1660686104.8217828
   4369        0.0041363             5614447578.8006830
   4370        0.0041332             2739467795.8644128
   4371        0.0041301             3834192077.5037322
   4372        0.0041269             738673179.9799289
   4373        0.0041237             257738484.3131407
   4374        0.0041204             268366875.3776001
   4375        0.0041171             1150523331.7277310
   4376        0.0041138             1596915756.4350262
   4377        0.0041104             576590214.2469230
   4378        0.0041070             608475389.4403012
   4379        0.0041036             2898893661.8313041
   4380        0.0041001             552676336.3518893
   4381        0.0040965             6204323282.8781805
   4382        0.0040929             2925464639.4924526
   4383        0.0040893             1434832794.7020204
   4384        0.0040856             1341834372.8880005
   4385        0.0040819             1615515442.7978303
   4386        0.0040781             1060182007.6798260
   4387        0.0040743             6363749150.8450708
   4388        0.0040704             3268230253.3212686
   4389        0.0040665             6201666187.1120663
   4390        0.0040625             390593372.6188833
   4391        0.0040585             1347148566.4202302
   4392        0.0040544             2138963702.7224560
   4393        0.0040503             61113247.6206416
   4394        0.0040461             5292938749.1007862
   4395        0.0040419             3353257381.8369436
   4396        0.0040376             1902482001.5382342
   4397        0.0040332             2301046664.4554620
   4398        0.0040288             3943133085.9144406
   4399        0.0040243             1259464342.1384399
   4400        0.0040198             6581631167.6664896
   4401        0.0040152             3106147289.5882626
   4402        0.0040106             6307950097.7566595
   4403        0.0040059             4312469673.4044056
   4404        0.0040011             5696817609.5502434
   4405        0.0039963             4477209734.9035263
   4406        0.0039914             5587876601.1395350
   4407        0.0039865             2250561806.8992801
   4408        0.0039815             1036268127.7847923
   4409        0.0039764             478277598.9006734
   4410        0.0039713             3215088295.9989715
   4411        0.0039661             103626813.8784792
   4412        0.0039609             3698680089.4318743
   4413        0.0039556             4708377242.5555182
   4414        0.0039503             47827760.7900673
   4415        0.0039448             1224922069.1789470
   4416        0.0039394             6783570597.8912182
   4417        0.0039338             3058319529.7981949
   4418        0.0039282             3735879458.1574821
   4419        0.0039226             2553470952.2363734
   4420        0.0039169             7187449458.3406754
   4421        0.0039111             11996796415.0085583
   4422        0.0039052             5218540013.6495695
   4423        0.0038994             3361228675.1352882
   4424        0.0038934             4950173137.2719698
   4425        0.0038874             7195420749.6390200
   4426        0.0038813             1766970013.4663768
   4427        0.0038752             3698680091.4318743
   4428        0.0038690             2901550761.5974188
   4429        0.0038628             3345286088.5385990
   4430        0.0038565             2399359281.8017116
   4431        0.0038502             1867939728.5787411
   4432        0.0038438             332137221.7643566
   4433        0.0038374             1153180429.4938459
   4434        0.0038309             5611790481.0345688
   4435        0.0038243             5170712251.8595028
   4436        0.0038178             1474689261.1937432
   4437        0.0038111             7920808439.7883739
   4438        0.0038044             1365748250.7830341
   4439        0.0037977             3666794916.2384958
   4440        0.0037909             4073330876.4540687
   4441        0.0037841             767901255.4071923
   4442        0.0037772             1480003456.7259727
   4443        0.0037703             3074262116.3948841
   4444        0.0037634             7333589833.4769917
   4445        0.0037564             1889196510.7076600
   4446        0.0037493             1078781694.0426300
   4447        0.0037423             5380622977.3825750
   4448        0.0037352             2532214172.1074543
   4449        0.0037280             874185166.0517864
   4450        0.0037209             945926803.7368875
   4451        0.0037137             4679149167.1282549
   4452        0.0037064             1155837529.2599609
   4453        0.0036992             5739331175.8080816
   4454        0.0036919             3207117004.7006269
   4455        0.0036846             823700308.4956043
   4456        0.0036772             1931710076.9654977
   4457        0.0036698             693502517.9559765
   4458        0.0036625             2572070636.5991769
   4459        0.0036551             4631321405.3381872
   4460        0.0036476             470306303.6023288
   4461        0.0036402             2869665588.4040408
   4462        0.0036327             7147592989.8489532
   4463        0.0036252             2928121739.2585673
   4464        0.0036178             531419554.2229704
   4465        0.0036103             4936887650.4413958
   4466        0.0036028             4368268728.4928179
   4467        0.0035952             3369199968.4336329
   4468        0.0035877             2343560230.7132998
   4469        0.0035802             1368405350.5491490
   4470        0.0035727             156768767.2007762
   4471        0.0035652             526105356.6907407
   4472        0.0035577             2072536256.5695846
   4473        0.0035501             5112256103.0049763
   4474        0.0035426             2471100921.4868126
   4475        0.0035351             1878568119.6432009
   4476        0.0035276             2069879158.8034699
   4477        0.0035202             23913878.8950337
   4478        0.0035127             2064564965.2712405
   4479        0.0035053             6265436533.4988222
   4480        0.0034978             2247904709.1331649
   4481        0.0034904             5691503416.0180140
   4482        0.0034830             233824602.4181070
   4483        0.0034757             1203665287.0500281
   4484        0.0034683             5975812874.9923029
   4485        0.0034610             5261053577.9074078
   4486        0.0034537             8630253545.3410397
   4487        0.0034465             1166465920.3244205
   4488        0.0034393             597846996.3758419
   4489        0.0034321             1971566543.4572203
   4490        0.0034250             5455021712.8337917
   4491        0.0034179             7461130526.2505045
   4492        0.0034108             2558785147.7686028
   4493        0.0034038             5648989849.7601757
   4494        0.0033968             1121295258.3004677
   4495        0.0033899             3502054854.7393756
   4496        0.0033831             5734016980.2758512
   4497        0.0033763             1041582325.3170220
   4498        0.0033695             2681011645.0098863
   4499        0.0033628             3565825203.1261315
   4500        0.0033562             2075193354.3356996
   4501        0.0033496             2840437510.9767771
   4502        0.0033431             4612721722.9753838
   4503        0.0033366             2771352969.0577908
   4504        0.0033303             3940475988.1483264
   4505        0.0033239             464992108.0700992
   4506        0.0033177             5367337486.5520020
   4507        0.0033115             2130992409.4241116
   4508        0.0033055             3549882614.5294423
   4509        0.0032994             2136306602.9563415
   4510        0.0032935             4357640337.4283581
   4511        0.0032876             3632252645.2790031
   4512        0.0032819             1490631847.7904322
   4513        0.0032762             1272749830.9690142
   4514        0.0032706             7139621696.5506077
   4515        0.0032651             2205391144.8753276
   4516        0.0032597             2154906289.3191452
   4517        0.0032543             714759298.0848954
   4518        0.0032491             999068759.0591846
   4519        0.0032439             6767628011.2945290
   4520        0.0032389             4078645071.9862986
   4521        0.0032339             441078228.1750655
   4522        0.0032291             2168191776.1497197
   4523        0.0032243             4790747271.3050785
   4524        0.0032197             1472032163.4276283
   4525        0.0032152             135511987.0718575
   4526        0.0032107             403878859.4494576
   4527        0.0032064             4950173139.2719698
   4528        0.0032022             5508163670.1560888
   4529        0.0031980             4721662729.3860922
   4530        0.0031940             108941009.4107090
   4531        0.0031901             2423273163.6967449
   4532        0.0031864             318851730.9337823
   4533        0.0031827             2492357703.6157312
   4534        0.0031791             988440367.9947251
   4535        0.0031757             5351394901.9553137
   4536        0.0031724             730701884.6815844
   4537        0.0031692             991097465.7608401
   4538        0.0031661             7745439989.2247953
   4539        0.0031631             6260122337.9665918
   4540        0.0031602             228510406.8858773
   4541        0.0031575             2178820167.2141790
   4542        0.0031549             4628664307.5720730
   4543        0.0031524             1458746674.5970540
   4544        0.0031500             3414370628.4575853
   4545        0.0031478             3424999019.5220447
   4546        0.0031457             2558785147.7686028
   4547        0.0031437             348079808.3610457
   4548        0.0031418             3448912899.4170785
   4549        0.0031400             1033611030.0186775
   4550        0.0031384             1596915758.4350262
   4551        0.0031369             3393113848.3286667
   4552        0.0031355             2181477266.9802933
   4553        0.0031342             1480003454.7259727
   4554        0.0031330             573933118.4808081
   4555        0.0031320             1365748252.7830341
   4556        0.0031311             45170663.0239525
   4557        0.0031303             1859968437.2803967
   4558        0.0031297             7296390466.7513838
   4559        0.0031291             502191476.7957071
   4560        0.0031287             1259464340.1384399
   4561        0.0031284             1785569697.8291807
   4562        0.0031282             98312616.3462495
   4563        0.0031282             1325891784.2913113
   4564        0.0031282             2168191778.1497197
   4565        0.0031284             5035200265.7876453
   4566        0.0031287             7033337787.9060144
   4567        0.0031291             1806826479.9580996
   4568        0.0031297             390593370.6188833
   4569        0.0031303             1339177275.1218855
   4570        0.0031311             2128335309.6579967
   4571        0.0031319             2372788304.1405630
   4572        0.0031329             6443462081.8285170
   4573        0.0031340             1921081683.9010382
   4574        0.0031352             3642881038.3434629
   4575        0.0031365             3626938449.7467737
   4576        0.0031380             3685394600.6013002
   4577        0.0031395             5654304047.2924061
   4578        0.0031411             1070810400.7442855
   4579        0.0031429             2043308183.1423213
   4580        0.0031447             39856467.4917228
   4581        0.0031467             8667452914.0666485
   4582        0.0031487             1341834370.8880005
   4583        0.0031508             1432175694.9359055
   4584        0.0031531             1173108662.7397072
   4585        0.0031554             1832068908.7361908
   4586        0.0031579             1321906137.6421392
   4587        0.0031604             2594655969.6111531
   4588        0.0031630             3706651382.7302194
   4589        0.0031657             728044788.9154696
   4590        0.0031685             4281913051.0940847
   4591        0.0031714             4719005631.6199780
   4592        0.0031744             3207117004.7006269
   4593        0.0031775             5279653260.2702122
   4594        0.0031806             1137237842.8971570
   4595        0.0031838             510162770.0940517
   4596        0.0031871             2004780265.5336561
   4597        0.0031905             650988953.6981388
   4598        0.0031940             5965184485.9278440
   4599        0.0031975             1679285787.1845868
   4600        0.0032011             377307883.7883090
   4601        0.0032048             285638010.8573467
   4602        0.0032086             2646469376.0503931
   4603        0.0032124             3217745393.7650862
   4604        0.0032163             2704925524.9049196
   4605        0.0032202             107612458.5276515
   4606        0.0032243             74398736.4512159
   4607        0.0032283             1555730741.0602460
   4608        0.0032325             249767189.0147961
   4609        0.0032367             6630787474.3396139
   4610        0.0032409             3803635453.1934114
   4611        0.0032452             2137635153.8393986
   4612        0.0032496             823700306.4956042
   4613        0.0032540             2995877730.2944961
   4614        0.0032585             2212033889.2906141
   4615        0.0032630             2363488461.9591608
   4616        0.0032675             333465768.6474140
   4617        0.0032721             1765641466.5833194
   4618        0.0032768             1947652663.5621870
   4619        0.0032815             417164348.2800319
   4620        0.0032862             1788226797.5952957
   4621        0.0032909             1155837529.2599609
   4622        0.0032957             648331855.9320240
   4623        0.0033006             21256783.1289188
   4624        0.0033054             1743056135.5713434
   4625        0.0033103             2319646350.8182659
   4626        0.0033152             1487974748.0243173
   4627        0.0033202             2253218906.6653948
   4628        0.0033251             1383019388.2627804
   4629        0.0033301             2160220484.8513751
   4630        0.0033351             3782378671.0644922
   4631        0.0033402             2738139248.9813552
